,client_code,2018-12-31T00:00:00.000000000,2019-01-31T00:00:00.000000000,2019-02-28T00:00:00.000000000,2019-03-31T00:00:00.000000000,2019-04-30T00:00:00.000000000,2019-05-31T00:00:00.000000000,2019-06-30T00:00:00.000000000,2019-07-31T00:00:00.000000000,2019-08-31T00:00:00.000000000,2019-09-01T00:00:00.000000000,2019-10-01T00:00:00.000000000,2019-11-01T00:00:00.000000000,2019-12-01T00:00:00.000000000,2020-01-01T00:00:00.000000000
C145448,C145448,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1
C105194,C105194,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
C120563,C120563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148899,C148899,,,,,,,,,0,0,0,0,0,-1
C153216,C153216,,,,,,,,,,,,,,
C115125,C115125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152905,C152905,,,,,,,,,,,,,,
C153907,C153907,,,,,,,,,,,,,,
C110657,C110657,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0
C145952,C145952,,,,,,0,0,0,0,0,0,0,0,0
C151758,C151758,,,,,,,,,,,,,,0
C108397,C108397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105652,C105652,0,0,0,0,0,0,,0,0,0,0,0,0,0
C153306,C153306,,,,,,,,,,,,,,
C144776,C144776,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0
C149758,C149758,,,,,,,,,,,0,0,0,0
C146304,C146304,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,0
C102406,C102406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144513,C144513,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
C153169,C153169,,,,,,,,,,,,,,
C118330,C118330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C154125,C154125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C151652,C151652,,,,,,,,,,,,,,0
C147897,C147897,,,,,,,,0,0,0,0,0,0,
C152184,C152184,,,,,,,,,,,,,,
C108850,C108850,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115093,C115093,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0
C101981,C101981,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113314,C113314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120310,C120310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116258,C116258,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0
C143625,C143625,,,,0,0,0,0,0,0,0,0,0,0,0
C114994,C114994,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106141,C106141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102424,C102424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112676,C112676,,,,,,,,0,0,0,0,0,0,0
C150850,C150850,,,,,,,,,,,,,0,0
C151076,C151076,,,,,,,,,,,,,0,0
C147201,C147201,,,,,,,0,0,0,0,0,-1,-1,0
C113867,C113867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116900,C116900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144003,C144003,,,,,0,0,0,0,0,0,0,0,0,0
C153104,C153104,,,,,,,,,,,,,,
C149079,C149079,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
C145068,C145068,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
C106113,C106113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149547,C149547,,,,,,,,,,,0,0,0,0
C150051,C150051,,,,,,,,,,,,0,0,0
C107042,C107042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149310,C149310,,,,,,,,,,,0,0,0,0
C149164,C149164,,,,,,,,,0,0,0,0,0,0
C114946,C114946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116033,C116033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100945,C100945,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C104578,C104578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143373,C143373,,,0,0,0,0,0,0,0,0,0,0,0,0
C107298,C107298,0,0,0,0,0,0,0,0,0,0,0,0,0,
C149051,C149051,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
C111060,C111060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152483,C152483,,,,,,,,,,,,,,
C100102,C100102,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C145923,C145923,,,,,,0,0,0,0,0,0,0,0,0
C105173,C105173,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C120174,C120174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117724,C117724,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C104242,C104242,0,0,0,0,0,0,0,,,,,,,
C153618,C153618,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C146289,C146289,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0
C105350,C105350,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
C120729,C120729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110513,C110513,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117462,C117462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149064,C149064,,,,,,,,,0,0,0,0,0,0
C143507,C143507,,,,0,0,0,,,,,,,,
C117149,C117149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107884,C107884,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C146338,C146338,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1
C101777,C101777,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C114422,C114422,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
C148729,C148729,,,,,,,,,,,,,,
C120273,C120273,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
C120615,C120615,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C110283,C110283,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
C150472,C150472,,,,,,,,,,,,0,0,0
C108921,C108921,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C153426,C153426,,,,,,,,,,,,,,
C102580,C102580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144619,C144619,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C148036,C148036,,,,,,,,0,0,0,0,0,0,0
C119329,C119329,,,,,,,,,,,,,,
C103233,C103233,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0
C119558,C119558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111915,C111915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119536,C119536,0,0,0,0,0,0,0,,,,,,,
C150309,C150309,,,,,,,,,,,,0,0,0
C111872,C111872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115992,C115992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108536,C108536,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C105529,C105529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110903,C110903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144355,C144355,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C146823,C146823,,,,,,,0,0,0,0,0,0,0,0
C143807,C143807,,,,0,0,0,-1,,,,,,,
C100209,C100209,,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C115982,C115982,0,0,0,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,-1,0
C106317,C106317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153111,C153111,,,,,,,,,,,,,,
C150171,C150171,,,,,,,,,,,,0,0,-1
C146618,C146618,,,,,,0,0,-1,-1,-1,-1,-1,-1,-1
C147824,C147824,,,,,,,,0,0,0,0,0,0,0
C149701,C149701,,,,,,,,,,,0,0,0,0
C153690,C153690,,,,,,,,,,,,,,
C151479,C151479,,,,,,,,,,,,,,0
C150211,C150211,,,,,,,,,,,,0,0,0
C108048,C108048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102238,C102238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151031,C151031,,,,,,,,,,,,,0,0
C147499,C147499,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0
C151141,C151141,,,,,,,,,,,,,0,0
C147736,C147736,,,,,,,,0,0,0,0,0,0,0
C147626,C147626,,,,,,,,0,0,0,0,0,0,0
C107812,C107812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151894,C151894,,,,,,,,,,,,,,0
C100585,C100585,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153407,C153407,,,,,,,,,,,,,,
C151208,C151208,,,,,,,,,,,,,0,0
C153735,C153735,,,,,,,,,,,,,,
C152647,C152647,,,,,,,,,,,,,,
C110251,C110251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C151238,C151238,,,,,,,,,,,,,0,0
C144761,C144761,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1
C152980,C152980,,,,,,,,,,,,,,
C110404,C110404,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
C147309,C147309,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
C152230,C152230,,,,,,,,,,,,,,
C147110,C147110,,,,,,,0,0,0,0,0,0,0,0
C111515,C111515,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C120637,C120637,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C149743,C149743,,,,,,,,,,,0,0,0,0
C151936,C151936,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C149704,C149704,,,,,,,,,,,0,0,0,0
C101890,C101890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146255,C146255,-1,-1,-1,-1,-1,-1,0,0,0,0,0,-1,0,0
C146099,C146099,,,,,,0,0,0,0,0,0,-1,-1,0
C148489,C148489,,,,,,,,,0,0,0,-1,-1,-1
C143316,C143316,,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C112703,C112703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118629,C118629,0,0,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
C107539,C107539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143328,C143328,,,0,0,0,0,0,0,0,0,0,0,0,0
C146480,C146480,0,-1,-1,-1,0,-1,0,RETIREMENT4,RETIREMENT4,RETIREMENT4,RETIREMENT4,RETIREMENT4,RETIREMENT4,0
C151027,C151027,,,,,,,,,,,,,0,0
C152479,C152479,,,,,,,,,,,,,,
C118611,C118611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115913,C115913,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114736,C114736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118331,C118331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C115264,C115264,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
C145001,C145001,-1,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0
C110767,C110767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114362,C114362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106212,C106212,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C149424,C149424,,,,,,,,,,,0,0,0,0
C101395,C101395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101103,C101103,0,0,0,0,0,0,0,HEALTH9,HEALTH9,HEALTH9,HEALTH9,HEALTH9,HEALTH9,0
C149393,C149393,,,,,,,,,,,0,0,-1,-1
C120925,C120925,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1
C150044,C150044,,,,,,,,,,,,0,0,0
C119790,C119790,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C105780,C105780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150109,C150109,,,,,,,,,,,,0,0,0
C117042,C117042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112896,C112896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120141,C120141,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
C106382,C106382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120269,C120269,0,,,,,,,,,,,,,
C151405,C151405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C105792,C105792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C152110,C152110,,,,,,,,,,,,,,
C143533,C143533,,,,0,0,0,0,0,0,0,0,0,0,0
C111030,C111030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107020,C107020,0,0,-1,0,0,-1,-1,0,-1,-1,0,0,-1,-1
C144762,C144762,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0
C106450,C106450,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
C115847,C115847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108417,C108417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119764,C119764,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C144032,C144032,,,,,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C109969,C109969,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C150669,C150669,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
C110563,C110563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112904,C112904,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106127,C106127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103329,C103329,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
C153313,C153313,,,,,,,,,,,,,,
C114007,C114007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147639,C147639,,,,,,,,0,0,0,-1,-1,-1,-1
C104296,C104296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C116796,C116796,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1
C143960,C143960,,,,,0,0,0,0,0,0,0,0,-1,-1
C149941,C149941,,,,,,,,,,,0,0,0,0
C145487,C145487,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0
C146154,C146154,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
C106851,C106851,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1
C113282,C113282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108568,C108568,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149195,C149195,,,,,,,,,,,0,0,0,-1
C150596,C150596,,,,,,,,,,,,,0,0
C111548,C111548,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C150298,C150298,,,,,,,,,,,,0,0,0
C115259,C115259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C145013,C145013,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,0
C107470,C107470,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C150071,C150071,,,,,,,,,,,,0,0,0
C112308,C112308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144628,C144628,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0
C151335,C151335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C150633,C150633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1
C107580,C107580,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111210,C111210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105417,C105417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114455,C114455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107991,C107991,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C107548,C107548,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
C150585,C150585,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C105066,C105066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113045,C113045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153520,C153520,,,,,,,,,,,,,,
C150528,C150528,,,,,,,,,,,,0,0,0
C105199,C105199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113859,C113859,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C146233,C146233,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
C112277,C112277,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C151881,C151881,,,,,,,,,,,,,,0
C149400,C149400,,,,,,,,,,,0,0,0,0
C148433,C148433,,,,,,,,0,0,0,0,0,0,0
C145253,C145253,,0,0,0,0,0,0,0,0,0,0,0,0,0
C101509,C101509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117057,C117057,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C101907,C101907,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-1
C151817,C151817,,,,,,,,,,,,,,0
C108836,C108836,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
C143271,C143271,,,0,0,0,0,0,0,0,0,0,0,0,0
C145294,C145294,,,,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
C153474,C153474,,,,,,,,,,,,,,
C153263,C153263,,,,,,,,,,,,,,
C149291,C149291,,,,,,,,,,,0,0,0,0
C153052,C153052,,,,,,,,,,,,,,
C150896,C150896,,,,,,,,,,,,,0,0
C153100,C153100,,,,,,,,,,,,,,
C149752,C149752,,,,,,,,,,,0,0,0,0
C144604,C144604,0,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1
C119595,C119595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143601,C143601,,,,0,0,0,0,0,0,0,0,0,0,0
C112311,C112311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153338,C153338,,,,,,,,,,,,,,
C115898,C115898,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
C104040,C104040,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153272,C153272,,,,,,,,,,,,,,
C153042,C153042,,,,,,,,,,,,,,
C101911,C101911,0,0,0,0,0,0,0,0,0,0,HEALTH,HEALTH,-1,HEALTH
C100256,C100256,,0,0,0,-1,0,0,0,0,0,0,0,0,0
C104306,C104306,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1
C117156,C117156,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C103569,C103569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C154298,C154298,,,,,,,,,,,,,,
C144987,C144987,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0
C103511,C103511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114802,C114802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C102788,C102788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114055,C114055,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108172,C108172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C111310,C111310,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C105036,C105036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117747,C117747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100433,C100433,0,0,0,0,0,0,0,,,,,,,
C112635,C112635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117014,C117014,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C154439,C154439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C150159,C150159,,,,,,,,,,,,0,0,0
C112459,C112459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C109531,C109531,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151481,C151481,,,,,,,,,,,,,,0
C113184,C113184,0,HEALTH3,HEALTH3,HEALTH3,HEALTH3,HEALTH3,HEALTH3,0,0,0,0,0,0,0
C104751,C104751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112742,C112742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C143939,C143939,,,,,0,0,0,0,0,0,0,0,0,0
C149450,C149450,,,,,,,,,,,0,0,0,0
C152933,C152933,,,,,,,,,,,,,,
C152950,C152950,,,,,,,,,,,,,,
C145741,C145741,,,,,,0,0,0,0,0,0,0,0,0
C113432,C113432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153898,C153898,,,,,,,,,,,,,,
C150683,C150683,,,,,,,,,,,,,,0
C150102,C150102,,,,,,,,,,,,0,0,0
C154155,C154155,,,,,,,,,,,,,,HEALTH8
C148605,C148605,,,,,,,,,0,0,0,0,0,0
C148117,C148117,,,,,,,,0,0,0,0,0,0,0
C118536,C118536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C112214,C112214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144158,C144158,,,,,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C112638,C112638,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C117485,C117485,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C151345,C151345,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
C153534,C153534,,,,,,,,,,,,,,
C148576,C148576,,,,,,,,,0,0,0,0,0,0
C143603,C143603,,,,,0,0,0,0,0,0,0,0,0,0
C114290,C114290,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C145666,C145666,,,,,,0,0,0,0,0,0,0,0,0
C153810,C153810,,,,,,,,,,,,,,
C116876,C116876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148551,C148551,,,,,,,,,0,0,0,-1,-1,-1
C153206,C153206,,,,,,,,,,,,,,
C111203,C111203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149614,C149614,,,,,,,,,,,0,0,-1,-1
C120700,C120700,0,0,0,0,0,0,0,0,0,0,,,,
C110885,C110885,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118078,C118078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C101058,C101058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C114124,C114124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C147152,C147152,,,,,,,0,0,0,0,0,0,0,0
C114214,C114214,-1,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,0
C109845,C109845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C108362,C108362,-1,0,-1,0,-1,0,-1,0,-1,-1,0,-1,-1,-1
C110469,C110469,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105075,C105075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C110104,C110104,0,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1
C102366,C102366,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
C151806,C151806,,,,,,,,,,,,,,0
C116934,C116934,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
C154180,C154180,,,,,,,,,,,,,,
C109616,C109616,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C111169,C111169,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0
C114720,C114720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113745,C113745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100536,C100536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C149541,C149541,,,,,,,,,,,0,0,0,0
C145079,C145079,0,0,-1,-1,-1,0,0,0,0,0,-1,0,-1,0
C143745,C143745,,,,HEALTH,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C104483,C104483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120874,C120874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148812,C148812,,,,,,,,,0,0,0,0,0,0
C117170,C117170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C117427,C117427,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
C113577,C113577,0,0,0,0,0,0,0,0,0,0,HEALTH7,HEALTH7,HEALTH7,HEALTH7
C100496,C100496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C113505,C113505,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
C113480,C113480,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0
C113535,C113535,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C151105,C151105,,,,,,,,,,,,,0,0
C150934,C150934,,,,,,,,,,,,,0,0
C146103,C146103,,,,,,0,0,0,0,0,0,0,0,-1
C143189,C143189,,0,0,0,0,0,0,0,0,0,0,0,0,0
C150352,C150352,,,,,,,,,,,,,,
C149535,C149535,,,,,,,,,,,0,0,0,0
C110419,C110419,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103173,C103173,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
C105866,C105866,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103548,C103548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C103011,C103011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C148388,C148388,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0
C116670,C116670,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C107771,C107771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120353,C120353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C120469,C120469,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
C145699,C145699,,,,,,0,0,0,0,0,0,0,0,0
C152165,C152165,,,,,,,,,,,,,,
C109110,C109110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C100974,C100974,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
C120860,C120860,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106368,C106368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C144880,C144880,-1,0,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0
C107680,C107680,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C150939,C150939,,,,,,,,,,,,,0,0
C109769,C109769,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C154226,C154226,,,,,,,,,,,,,,
C110881,C110881,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
C153496,C153496,,,,,,,,,,,,,,
C114930,C114930,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C153324,C153324,,,,,,,,,,,,,,
C100602,C100602,0,0,0,0,0,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,INVESTMENT,0,0,0
C147214,C147214,,,,,,,0,0,0,0,0,0,-1,-1
C153427,C153427,,,,,,,,,,,,,,
C150814,C150814,,,,,,,,,,,,,0,0
C143880,C143880,,,,0,0,0,0,0,0,0,0,0,0,0
C151619,C151619,,,,,,,,,,,,,,0
C153502,C153502,,,,,,,,,,,,,,
C153544,C153544,,,,,,,,,,,,,,
C154056,C154056,,,,,,,,,,,,,,
C149543,C149543,,,,,,,,,,,0,0,0,0
C103157,C103157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105956,C105956,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C105950,C105950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C119426,C119426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C118747,C118747,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
C115231,C115231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C106133,C106133,0,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,0
C101276,C101276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
